,degree,degree_centrality,closeness,betweenness,clustering,eigenvector,pagerank,average_neighbor_degree,graph_labels
67,6472,0.6589289350437793,0.745672638931066,0.0016482376326964593,0.20576503823562728,0.031028916834174438,0.0011831223270997047,1594.7059641532755,1
544,3841,0.39106088373040115,0.6215275580585965,0.0004066672658371224,0.308553951878851,0.021869095483485642,0.00032850940865407797,1968.9234574329603,1
681,3860,0.39299531663612297,0.6222757222503801,0.0004048887031838855,0.30664404722423994,0.021946654371359446,0.0003048416274123151,1966.9681347150258,1
1644,2146,0.21848910608837305,0.5613212938621557,8.008671779750861e-05,0.44579105268760444,0.014292105432992487,0.00014816463148509065,2374.963653308481,1
1386,2141,0.2179800447973936,0.5611609438381991,7.920469233352084e-05,0.4382666847093026,0.013952059182658372,0.00015614673900231837,2307.9957963568427,1
3293,1570,0.15984524536754224,0.5433123133089943,3.463206139524847e-05,0.5042207093649653,0.010890825567171507,9.78019619481796e-05,2492.7458598726116,1
3579,1295,0.13184687436367337,0.5352880265954548,2.0852795465380695e-05,0.561139324354162,0.0095792688880127,7.224502092441313e-05,2705.7212355212355,1
4322,1428,0.14538790470372634,0.5391963109354414,3.372918806943124e-05,0.5172581997059511,0.01023995460041006,8.26666913931511e-05,2661.7577030812326,0
407,4364,0.4443086947668499,0.6428010471204189,0.0005418083042586669,0.2830715669408174,0.023820829766053236,0.0005116992994667754,1852.7813932172319,1
3456,1648,0.16778660150682143,0.5457879528784174,3.601928099625074e-05,0.5159498588195071,0.01142496157074317,0.00011241220335050857,2484.2087378640776,1
33,7497,0.7632864996945632,0.8085947147443814,0.002607058370765153,0.17937730054668613,0.033903284507739134,0.001620486321875677,1492.6071762038148,1
37,8004,0.8149053145998778,0.8438144329896907,0.0035226953434278384,0.16516148398373598,0.03478770202342829,0.0017663092437478797,1433.1511744127936,1
136,5165,0.5258603135817552,0.6783617653152842,0.0008900350249211137,0.24797769651088067,0.02666728289276678,0.0007377860478578907,1741.1488867376572,1
66,6550,0.6668702911830584,0.7501145562853215,0.0018816346022730059,0.19873904179765223,0.030840954300039608,0.0010222093559737581,1571.4574045801526,1
123,5916,0.6023213194868662,0.715472027972028,0.0013818074931740184,0.22066662208650037,0.02907518804439388,0.0008069178099663277,1651.9685598377282,1
84,6292,0.6406027285685196,0.7356201318154584,0.0015693869418606141,0.21132258588364713,0.03043381594866736,0.0008751752979949324,1617.8873172282263,1
626,3199,0.3256974139686418,0.5972636059592581,0.0002877275562388926,0.33302855547611915,0.01874816140187597,0.0002522411366398156,2060.3644889027823,0
620,3971,0.40429647729586643,0.6266828303451796,0.00047481567940155364,0.30192827470191635,0.02244698030572488,0.00033130957302136,1956.9491312012087,1
29,7740,0.7880268784361637,0.8251008064516129,0.0030808336451098478,0.16986590619744354,0.03408652727417563,0.0015944970055723063,1452.7412144702841,1
75,5984,0.6092445530441866,0.7190336749633968,0.0014742480361514554,0.2181907338171164,0.02937664618179351,0.00086654069615588,1645.1920120320856,1
148,5506,0.5605782936265526,0.6947234403734616,0.0010316072556797726,0.23654023865633494,0.028018517203516925,0.00073504628422552,1706.900653832183,1
2671,1852,0.18855630217878233,0.5520458633093526,5.071635541955397e-05,0.4808573498885081,0.012875407973147358,0.00012236563793151405,2502.011879049676,0
42,7350,0.7483200977397678,0.7989263055148853,0.002553461692102909,0.18119305417091316,0.033329052555005324,0.0014560009272730826,1500.3190476190475,1
453,4384,0.4463449399307677,0.6436435124508519,0.0005329226976880826,0.28579315237538533,0.02416435621361245,0.00044419142859171445,1874.9338503649635,1
1457,2792,0.2842598248829159,0.5828388321860907,0.00016899124934946285,0.38565785029448935,0.017669318727204113,0.00019961430161153653,2233.5139684813753,0
228,4340,0.44186520057014866,0.6417929952953476,0.0005206477150222262,0.2878967206655317,0.024008972866167023,0.0004939916884386708,1893.089400921659,1
212,5682,0.5784972510690287,0.7034808766652342,0.0011583914065987644,0.23045794905624453,0.028585611397812325,0.0008067049110874041,1682.973600844773,1
496,4712,0.4797393606190185,0.6577819448165014,0.000681245416959647,0.26771429364284505,0.025292282530854474,0.00043944539492952566,1830.3699066213921,1
222,4185,0.4260843005497862,0.6353580438579468,0.0005333788786953662,0.28334144296643526,0.022844327808271326,0.0003472510506930572,1885.7168458781362,1
